text,sentiment
"Perhaps it was foolish for me to give La Condesa only four stars at first, given the fact that I really liked it.  What can I say?  I'm critical by nature.  I knew I was going back soon, so I felt like I had to save the last for a return visit.  Well, it just got it.

This place is fantastic.  In fact, if CenPho lets this one go under, I will personally hold all of you responsible; watch out for a citizen's arrest if I ever see you.  However, that is unlikely to happen, because the food is damn tasty.  

Today, the Oaxaca black mole chicken taco had me swooning, topped with pickled onions; the chicken is tender and simmered in the lovely sauce.  The Soronan carne asada taco, char-grilled over mesquite charcoal is no slouch either; I'd rate it right up there with some of my favorites in town.  

Go to this place; I have a feeling I'll be here at least weekly.  When and if they ever get a beer/liquor license...probably more.",positive
"No frills.  Nothing fancy.  Just some honest burritos and tacos.  Voted ""best taco"" by New Times a few years back (in the 90's).  Not sure I agree, but they consistently satisfy.  They make a hearty breakfast burrito too.  If you're looking for Sonoran or Tex-Mex or anything beyond what you might find at Filiberto's, try somewhere else.  The red burro combo is my personal favorite.  It's saucy (enchilada style) and just spicy enough.  Bottled beer available.",neutral
When you start listening to Black Friday By Kendrick Lamar more than Tale Of 2 Cities By J. Cole,positive
"Record August for Milan visitors: (ANSA) - Milan, September 8 - Milan, thanks to the Expo world's fair, had a ... http://t.co/HkeuLJnLPA",neutral
"Same song , second verse , coulda been better , but it coulda been worse .",neutral
"This set is worth owning just for Mame, in which Lucille Ball BECOMES Auntie Mame. DuBarry Was A Lady, Dance Girl Dance (with a young Maureen O'Hara) and The Big Street are all fan favorites. While Lucy looks stunning in Critic's Choice, it is the least enjoyable film in the set (and the only ""stinker"" out of four films she made with her preferred screen-partner, Bob Hope).",positive
"This is great, I use it to push stuff around in my saute pan and help deglaze the fond when I cook. What's more to say... Batali is the man, but it is just a wooden spoon...",positive
"Much of The Lady and the Duke is about quiet , decisive moments between members of the cultural elite as they determine how to proceed as the world implodes .",positive
"Nice piece, but you need more information if you want to purchase it. It measures approximately 5 inches in diameter and 5 1/4"" tall. Also, the shipping costs are less if you purchase directly off the manufacturer's web site (the jar cost was the same).Do not refrigerate the grease while it is still hot - could cause this piece to crack.",neutral
"A day may come when anybody who is a little sensitive starts filing PILs, SC in ML Sharma's PIL on Rahul Gandhi citizenship. @barandbench",neutral
The film runs on a little longer than it needs to -- Muccino either does n't notice when his story ends or just ca n't tear himself away from the characters -- but it 's smooth and professional .,negative
Product as described. Shipped quickly. I use these with my stereo system on my motorcycle. Product knocks out unwanted road and engin noise. Very comfortable. All in all a good product.,positive
"@JoeCienkowski @BenjaminLives @Stehlo_Gaming @ElaineWharton1 sure, in exactly the same way that Thursday is proof that Thor exists.",neutral
Gujarat government may even claim that the Quran says killing Muslims is rewarding. #facepalm,negative
I personally feel that this is gonna beat iPad2 and all other competitors. The NVIDIA Tegra 2 (1GHz Dual-Core) & 1GB RAM gives really an added flavor to the Sony's S series Tablet. IR Remote is really a very good feature which every other tablet manufacturers are neglecting. Thanks to Sony for that. Good Luck Sony!,neutral
@wynn_the_human I may have gone to an Australian Bee Gees Tribute Show because of the Barry Gibb Talk Show...,neutral
Dropped Joel at JFK for Birthright trip to Israel. Tomorrow the rest of us off to Florida to see family and friends.  Merry XMAS!,positive
@KCStar Friday represented the worst terrorist incident in Europe since the Charlie Hebdo attacks: Chicago Tribune https://t.co/OVHnnC2yeV,negative
From Jan: Heartrending artistic tributes to Charlie Hebdo and the power of the pen https://t.co/8jgp3vxoow https://t.co/r3CzZaHeKH,neutral
"This wonderful trio recording provides an excellent showcase for Evans' piano. He is in peak form, whether examining a jazz standard (""Night and Day,"" ""Tenderly"") or adding a new twist to Sonny Rollins' ""Oleo."" His solo contribution, ""Peace Piece"" is the prototypical track for jazz musicians to study. Every track on this album is a delight.",positive
"It 's all gratuitous before long , as if Schwentke were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story .",neutral
Kendrick kills it in Black Friday.,positive
But besides that. Tune in this Friday! I'll be on #thefix !!! With Curtis drugs and Rei. Don't want to miss this cause ... It's me.,positive
Danny Boyle 'in grief' after David Bowie says no to musical - don't do it @DavidBowieReal so proud ! https://t.co/vrHcS9GU4X,negative
briana's mum said that briana is 34 weeks pregnant which falls around the 30th of april and louis is in london by then,neutral
The Country Bears has no scenes that will upset or frighten young viewers .,neutral
@TFIFridayLIVE Chris Evans may just as well have a wank and be done with it.,neutral
Deserves high marks for political courage but barely gets by on its artistic merits .,neutral
"I just called Semprae to cancel a membership that I never requested. Just called the company for a sample 2 weeks ago and now I am being charged $49.95 for a box of oil that I do not want. I can only hope that I will get the refund I have been promised. I have tried the product and had a horrible burning sensation that would not cease. Had to literally keep cold water on the area to get some relief. DO NOT BUY,DO NOT ORDER A SAMPLE, STAY AWAY FROM THIS PRODUCT!!! And the customer service rep I talked to today about cancelling this crap was rude!",negative
"For a debut film , Skin of Man , Heart of Beast feels unusually assured .",neutral
Sunday Oliseh reacts to Super Eagles goallessdraw with Tanzania http://t.co/uXDB4HhUCa via @Mxcliq,neutral
"Bought this along with a new Canon SD1100 IS camera. The factory battery works well. The camera will not even power on with the CTA battery , even though it was properly charged. Returning it to buy a Canon battery.",negative
